start_time=11APRIL2002 0000
interval=1day
14ml_sl|FLOW,3mile_sl|FLOW,RSAN032|FLOW,SLMZU032|FLOW,523_0|FLOW,RMID015|FLOW,ROLD024|FLOW,RSAC092|FLOW,RSAC101|FLOW,RSAN007|FLOW,RSAN018|FLOW,045_0|FLOW,RSAN037|FLOW,RSAN058|FLOW,307_13500|FLOW,308_0|FLOW,SLDUT007|FLOW,GEORG_SL|FLOW,SLTRM004|FLOW,309_0|FLOW,347+364+374|FLOW,RSAC054|FLOW,LTL_HOLLAND_WEST|FLOW,LTL_HOLLAND_SOUTH|FLOW,PROSPECT_NORTH|FLOW,PROSPECT_SOUTH|FLOW,CALHOUNCUT|FLOW,IS3-1|FLOW,IS3-2+IS3-3+IS3-4|FLOW,SUISUN5|FLOW,MONTZWET_N+S_BREACHES|FLOW,IS9-1|FLOW,IS9-2|FLOW,IS10-1|FLOW,IS10-2|FLOW,IS10-3|FLOW,IS10-4|FLOW,MCCOR_WILLIAMSON-258|FLOW,MCCOR_WILLIAMSON-256+260|FLOW,DECKER_NW|FLOW,SHAGSLOUGH|FLOW,SNODGRASSSLOUGH|FLOW,47_LEN|FLOW,279_LEN|FLOW,280_LEN|FLOW
2089.11,-417.95,3606.59,245.48,305.77,-5131.31,-4156.04,5810.11,8315.61,-2703.06,-1912.05,-4373.77,-3033.20,395.60,-0.52,-0.19,-397.46,2258.69,-2459.00,-2471.54,3620.62,3578.84,-75.13,75.11,2219.62,-2215.32,-0.29,-23.51,24.67,2.80,35.31,-81.58,82.07,9.14,135.36,-336.18,197.66,-111.98,119.46,5.98,4.26,13.75,-4759.68,403.9038086,366.90271
1538.28,-470.00,3514.17,308.36,59.62,-5133.60,-4085.45,5156.13,7958.41,-3628.30,-2718.67,-4940.54,-3304.18,369.46,-19.15,3.27,-406.40,2259.98,-2579.54,-2617.41,3553.41,69.37,-62.68,63.01,2216.19,-2156.47,5.22,-18.22,55.64,25.17,35.56,-61.42,92.42,11.46,128.41,-217.72,192.30,-105.92,167.69,30.84,96.26,62.12,-5422.63,172.7460022,343.9810486
1755.37,-433.40,3557.53,412.33,282.62,-5562.40,-4347.54,5526.73,8322.92,-3704.05,-2975.67,-5365.12,-3497.55,367.69,-11.71,1.81,-384.92,2264.81,-2653.96,-2681.36,3586.09,1249.14,-60.21,60.41,2225.36,-2189.13,3.12,-19.80,41.61,12.20,42.26,-57.22,73.00,7.76,93.08,-238.95,195.97,-99.28,155.07,15.59,94.54,80.81,-5801.38,205.9714966,347.0272217
1989.33,-402.49,3650.25,512.09,353.65,-5502.75,-4328.49,5792.94,8516.61,-3317.28,-2565.02,-5123.85,-3290.68,407.94,-9.75,1.73,-365.22,2286.71,-2601.29,-2623.83,3671.82,1687.85,-69.16,69.33,2282.57,-2258.35,2.67,-21.13,46.10,14.13,29.64,-58.17,77.62,11.44,102.07,-257.56,214.27,-88.05,126.25,6.80,54.42,53.16,-5563.67,425.4368896,367.2698364
1987.87,-427.47,3592.11,493.14,288.43,-5289.41,-4194.24,5397.36,8113.68,-3132.18,-2246.49,-4936.90,-3073.04,418.86,-11.11,2.01,-388.77,2286.09,-2583.66,-2606.63,3614.17,1281.59,-84.02,84.21,2334.82,-2309.76,3.05,-22.50,54.62,17.39,22.21,-64.05,90.27,17.41,122.30,-293.41,244.51,-81.71,115.19,7.05,51.35,40.98,-5393.42,592.6953125,376.7044067
2319.50,-382.54,3598.82,378.43,416.05,-4778.04,-3705.17,5759.16,8102.40,-1802.78,-878.31,-3853.19,-2450.55,434.51,0.75,-0.27,-369.32,2270.14,-2327.60,-2334.00,3604.87,4496.67,-101.38,101.34,2364.41,-2376.53,-0.46,-27.19,35.13,0.82,6.60,-79.41,84.68,18.45,117.59,-394.12,272.44,-84.27,82.75,-10.59,-3.37,3.70,-4275.81,1077.987305,418.9595642
2620.68,-340.25,3680.46,225.49,496.98,-4411.21,-3335.98,6255.95,8330.58,-628.00,291.20,-2945.02,-1977.70,440.81,10.98,-2.04,-349.78,2285.09,-2149.49,-2142.99,3672.64,7313.20,-115.78,115.57,2411.74,-2451.50,-3.20,-31.17,19.35,-11.38,-15.17,-91.89,80.48,18.58,110.57,-466.56,293.00,-93.09,64.65,-24.79,-56.12,-29.04,-3336.81,1469.128784,453.3271179
2553.72,-388.10,3715.50,88.13,325.33,-4538.34,-3426.30,5913.53,8210.52,-893.17,89.40,-3227.02,-2126.63,408.08,6.53,-1.00,-390.03,2332.94,-2318.72,-2319.01,3713.26,5896.19,-126.36,126.24,2481.82,-2508.77,-1.79,-31.58,28.99,-2.69,-25.33,-94.94,93.52,22.79,124.09,-466.85,314.02,-101.02,77.23,-18.83,-49.66,-32.12,-3641.82,1411.861938,447.5472717
2319.78,-420.55,3665.37,20.39,172.34,-4245.21,-3162.28,5472.50,7852.42,-954.12,191.45,-3139.94,-2016.67,385.31,-2.27,0.32,-402.40,2359.18,-2333.36,-2342.98,3675.48,4897.00,-133.06,133.09,2529.39,-2526.86,0.47,-31.84,42.38,5.39,-15.19,-96.29,106.99,28.22,136.70,-465.26,333.90,-99.06,103.37,-2.36,-0.15,-0.07,-3616.11,1486.851318,453.3563843
2809.98,-351.94,3847.48,-55.97,413.32,-4259.28,-3168.28,6404.85,8490.12,109.56,1093.76,-2476.37,-1711.55,443.15,14.87,-2.75,-368.03,2398.17,-2193.14,-2180.83,3834.56,8773.43,-137.94,137.67,2552.31,-2596.22,-4.17,-35.84,12.66,-16.71,-18.59,-107.75,88.30,23.28,110.83,-542.26,335.19,-106.90,68.92,-23.29,-56.46,-31.22,-2878.55,1762.11499,488.6869812
2988.07,-320.54,3953.42,-128.44,444.56,-4263.09,-3172.14,6732.29,8713.33,526.99,1437.13,-2163.34,-1583.56,506.12,19.38,-3.39,-348.19,2421.56,-2119.59,-2102.67,3934.16,9680.02,-138.93,138.59,2559.51,-2617.52,-5.34,-36.18,6.43,-18.46,-32.64,-111.42,86.47,20.29,105.65,-540.65,326.26,-111.65,50.06,-28.13,-99.63,-66.37,-2546.32,1840.050537,497.7073669
2393.82,-425.38,3849.54,-105.65,73.81,-4604.51,-3444.69,5516.48,7977.31,-981.52,115.21,-3182.05,-2130.01,510.95,-0.17,0.59,-410.89,2433.17,-2391.65,-2402.23,3856.16,4305.35,-133.93,133.98,2560.29,-2553.98,0.75,-31.65,46.78,13.32,-23.02,-101.11,116.92,27.11,144.93,-436.04,322.67,-106.01,96.34,4.78,-17.91,-26.46,-3646.34,1381.852661,453.3350525
1794.14,-558.99,3640.24,-0.96,-149.96,-5115.01,-3931.66,4186.77,7219.93,-2973.37,-1733.47,-4725.57,-2895.45,446.48,-20.10,3.65,-501.72,2413.87,-2807.89,-2841.37,3674.62,-529.72,-128.37,128.74,2535.30,-2470.75,5.74,-28.18,74.36,32.00,10.71,-91.63,133.27,32.03,180.03,-388.59,324.41,-92.96,147.92,35.02,89.34,47.22,-5267.34,769.7186279,404.3538513
2167.17,-486.64,3709.81,133.92,185.42,-5030.70,-3885.60,5168.53,7902.88,-2231.63,-1148.99,-4230.53,-2675.81,451.43,-6.75,0.96,-455.20,2386.44,-2645.14,-2660.62,3726.70,2977.47,-122.25,122.36,2491.48,-2465.05,1.70,-29.88,45.29,11.11,22.13,-95.00,107.43,24.91,157.43,-443.38,306.51,-93.63,121.54,17.61,46.09,35.24,-4706.72,932.2696533,424.1282349
2309.83,-447.02,3790.08,239.53,302.78,-5058.04,-3933.52,5791.12,8405.37,-2014.98,-1030.17,-4027.79,-2640.24,491.67,-3.21,0.48,-424.02,2379.31,-2550.19,-2562.02,3801.93,3925.87,-111.19,111.24,2456.83,-2442.42,0.72,-28.90,37.71,8.23,17.66,-91.02,97.76,20.68,146.00,-417.75,279.99,-100.02,111.00,12.10,13.80,11.17,-4487.71,921.6765137,430.1902466
2070.03,-460.56,3715.17,336.37,253.39,-5079.78,-3945.71,5589.68,8269.27,-2469.37,-1470.86,-4266.74,-2765.07,486.73,-9.85,1.74,-420.84,2361.80,-2551.57,-2572.34,3736.01,2570.40,-101.08,101.27,2426.84,-2390.52,2.86,-25.68,46.87,15.59,27.23,-80.41,98.13,19.37,140.82,-356.07,262.94,-96.30,131.42,21.53,60.19,42.73,-4754.13,757.6524048,415.2874146
2238.02,-454.11,3757.16,350.53,337.97,-5588.74,-4373.01,5710.36,8453.95,-2808.49,-1978.25,-4813.32,-3112.79,461.46,-3.09,0.63,-430.05,2363.40,-2673.81,-2686.02,3768.45,2736.16,-95.82,95.90,2390.16,-2377.15,1.12,-25.87,36.68,7.78,27.08,-76.60,85.84,14.98,119.35,-352.15,253.11,-97.44,105.55,7.58,34.43,17.43,-5238.39,601.1315918,396.368988
2585.13,-352.72,3780.38,350.93,552.12,-4905.81,-3784.79,6407.22,8656.47,-1404.76,-601.05,-3597.49,-2440.13,466.60,7.49,-1.49,-354.02,2335.41,-2295.30,-2292.84,3777.53,6294.47,-99.87,99.71,2371.69,-2400.28,-2.45,-28.39,16.75,-8.49,9.43,-84.10,74.65,12.90,108.41,-410.75,253.18,-98.47,77.77,-15.25,-32.09,-13.88,-3983.46,1083.015991,425.105072
2545.20,-355.18,3787.73,282.94,478.97,-4698.50,-3621.62,6311.85,8515.23,-1138.40,-238.44,-3230.12,-2227.82,521.25,6.16,-0.99,-355.19,2340.35,-2222.46,-2222.92,3786.21,6094.40,-105.21,105.10,2398.71,-2421.80,-1.70,-28.23,24.14,-3.37,-11.58,-86.73,82.94,15.65,115.97,-406.33,262.07,-94.70,71.83,-14.69,-42.69,-29.39,-3638.13,1176.764648,438.369751
2220.25,-412.61,3677.90,232.51,260.44,-4656.31,-3580.00,5534.24,7948.69,-1704.45,-638.04,-3574.91,-2338.36,501.50,-4.51,0.92,-388.92,2340.68,-2334.88,-2348.85,3690.82,3699.67,-110.28,110.37,2424.96,-2415.14,1.32,-27.38,45.12,10.63,-6.90,-85.37,101.73,21.59,141.77,-386.16,278.65,-91.55,100.20,2.60,9.14,1.84,-4039.49,1084.307495,426.9137268
1825.00,-500.41,3578.84,222.50,-28.37,-4799.36,-3676.41,4629.08,7402.55,-2690.17,-1421.89,-4280.99,-2673.70,422.03,-18.14,3.54,-447.82,2366.42,-2559.46,-2591.76,3610.05,163.45,-114.56,114.90,2471.12,-2416.78,5.41,-25.65,72.51,30.52,9.80,-81.96,124.53,30.14,176.78,-358.59,301.23,-94.80,143.89,22.77,74.03,41.99,-4812.90,873.4318237,406.9584961
1878.53,-511.38,3572.19,227.17,-2.89,-4849.23,-3690.13,4668.72,7460.49,-2768.43,-1458.84,-4408.98,-2737.20,356.85,-16.78,2.94,-460.90,2385.47,-2607.54,-2635.93,3602.10,702.76,-117.79,118.08,2491.31,-2440.54,4.67,-26.89,66.13,24.67,26.60,-85.87,121.79,31.61,179.67,-404.37,316.18,-95.78,145.11,23.90,85.90,52.97,-4936.96,908.0737915,412.3215637
2301.91,-421.69,3666.13,219.27,246.29,-4432.09,-3305.09,5606.52,7973.71,-1472.05,-200.74,-3354.10,-2181.33,384.25,-3.12,0.27,-401.01,2378.10,-2319.91,-2329.67,3677.78,4738.92,-119.42,119.46,2481.12,-2474.09,0.53,-30.07,37.47,4.21,20.55,-94.31,101.89,27.17,153.29,-474.58,317.97,-96.92,105.69,3.70,21.64,13.75,-3838.03,1330.41626,455.8114319
2955.62,-279.22,3843.22,217.12,651.44,-3973.33,-2905.89,7055.41,8804.22,431.95,1528.44,-1876.66,-1436.68,484.19,19.22,-3.69,-305.99,2364.52,-1904.10,-1885.20,3824.55,10481.87,-119.91,119.54,2453.39,-2513.25,-5.77,-33.86,-1.69,-22.96,-6.20,-105.77,75.57,18.08,118.39,-549.04,304.07,-104.76,48.29,-27.49,-85.99,-51.00,-2270.56,1869.649902,508.1717529
2951.45,-253.40,3850.31,181.76,655.13,-3838.41,-2824.39,7131.01,8767.08,696.88,1755.56,-1563.88,-1287.39,551.92,20.65,-3.69,-283.58,2338.60,-1789.03,-1769.93,3829.36,10689.82,-115.90,115.53,2415.98,-2478.44,-5.84,-33.05,-0.05,-20.14,-28.65,-105.80,77.83,15.38,121.71,-521.33,285.66,-108.69,39.10,-27.94,-109.27,-77.94,-1948.01,1888.161499,506.9942627
2458.18,-311.65,3695.41,182.46,399.06,-3781.39,-2815.74,6202.89,8080.63,-172.58,1022.96,-2018.41,-1478.97,567.97,4.88,-0.73,-308.97,2305.31,-1878.60,-1880.84,3695.65,7089.92,-110.92,110.84,2383.78,-2399.40,-1.35,-29.53,28.27,1.46,-26.34,-97.31,97.16,18.66,150.08,-442.21,275.81,-101.94,75.86,-5.03,-43.94,-39.33,-2473.59,1619.584595,476.9861145
1925.42,-389.68,3483.54,204.04,144.24,-3913.83,-2969.20,5097.91,7303.14,-1374.66,-56.32,-2848.23,-1850.58,534.91,-9.94,1.84,-353.02,2253.18,-2072.16,-2092.83,3504.06,3372.85,-104.63,104.81,2333.22,-2300.50,2.91,-26.12,52.94,18.96,-1.56,-88.23,112.33,22.40,175.04,-382.22,271.11,-92.53,113.63,19.99,42.57,14.44,-3363.03,1261.009399,442.2411804
2058.09,-354.42,3429.25,229.28,256.53,-3883.42,-2944.37,5359.75,7416.26,-1149.74,64.68,-2716.92,-1786.60,536.34,-3.83,0.58,-330.30,2191.35,-1988.17,-2000.58,3441.72,4606.42,-96.86,96.92,2257.65,-2245.52,0.84,-26.37,37.72,9.28,9.92,-87.51,97.07,17.80,151.93,-387.85,255.41,-92.65,97.99,11.33,21.59,7.76,-3191.63,1283.615112,441.1396484
1564.73,-397.99,3147.10,279.11,41.32,-3811.75,-2849.41,4400.13,6610.15,-1990.74,-673.29,-3170.64,-1948.82,516.81,-16.49,3.06,-345.85,2085.09,-2013.45,-2043.89,3176.48,1219.90,-85.53,85.83,2159.79,-2109.00,4.63,-22.29,58.49,26.73,23.74,-73.17,104.69,19.02,150.63,-294.20,242.92,-85.22,122.01,29.99,69.09,30.19,-3690.80,1042.716797,405.1983643
1241.82,-436.40,2996.51,356.85,-22.38,-4040.93,-3077.17,3859.92,6301.88,-2980.84,-1697.86,-4050.31,-2369.73,460.42,-25.83,4.35,-361.95,2057.58,-2180.48,-2221.36,3039.54,-757.93,-74.29,74.75,2130.96,-2046.15,7.08,-19.93,64.76,29.98,54.08,-59.05,97.06,16.88,126.68,-242.98,236.70,-70.80,160.75,43.76,146.99,103.00,-4598.46,772.8032837,374.1683044
2167.10,-216.54,3285.47,508.33,625.11,-3495.15,-2573.84,6239.37,7781.61,-542.38,426.48,-2208.43,-1487.43,527.97,4.38,-1.22,-206.46,2057.57,-1568.21,-1569.58,3287.70,7443.81,-66.74,66.64,2107.47,-2117.42,-1.59,-24.29,7.77,-10.57,42.59,-63.21,47.69,3.55,59.46,-332.79,215.62,-75.81,83.39,-3.36,23.28,37.56,-2633.75,1492.203369,444.419281
2670.23,-104.79,3459.08,602.77,946.04,-3415.36,-2502.44,7313.82,8437.13,538.85,1330.53,-1406.21,-1130.33,610.14,20.75,-3.62,-132.92,2051.38,-1273.52,-1256.03,3438.04,10550.84,-65.82,65.46,2083.66,-2147.09,-5.73,-25.79,-10.73,-22.83,0.88,-66.05,33.73,-0.52,41.57,-353.90,201.41,-68.94,12.66,-31.87,-86.06,-47.68,-1752.55,1784.206543,469.4700623
2169.23,-229.81,3383.38,728.12,370.70,-3728.28,-2786.32,6055.47,7687.01,-803.60,183.12,-2404.36,-1644.90,591.15,2.08,-0.22,-220.22,2097.74,-1612.56,-1618.67,3387.56,5512.35,-74.16,74.13,2146.05,-2155.92,-0.35,-23.72,24.84,-3.06,-15.78,-65.14,63.95,10.79,98.27,-336.56,219.75,-36.55,31.59,-9.77,-27.09,-14.12,-2833.19,1410.170288,433.3945313
2704.77,-184.91,3520.45,1153.82,-595.28,-3553.53,-2602.29,6835.46,8175.97,526.45,1406.80,-1551.80,-1218.85,627.30,18.26,-3.49,-207.87,2124.94,-1493.58,-1476.56,3503.31,7645.45,-90.36,90.01,2192.71,-2255.89,-5.37,-29.35,-2.54,-25.82,-35.35,-84.03,53.56,18.07,131.18,-500.55,237.32,-11.80,-36.03,-35.18,-84.36,-43.90,-1910.20,1799.231201,467.6062927
2893.21,-191.27,3555.53,1166.98,-950.12,-3515.42,-2548.90,6797.07,8134.00,1021.72,1908.16,-1247.09,-1022.96,651.09,23.09,-4.04,-228.36,2129.55,-1521.92,-1499.96,3531.15,7537.29,-106.65,106.22,2225.62,-2309.92,-6.69,-31.93,-0.61,-23.82,-60.33,-94.35,65.82,23.77,160.61,-543.32,254.71,-4.25,-77.38,-46.04,-138.82,-93.88,-1586.12,1941.174438,478.8212585
2037.55,-331.88,3208.14,1044.56,-1466.44,-3351.19,-2407.57,4795.38,6639.48,-366.04,889.80,-2093.44,-1274.41,594.09,-3.21,0.73,-311.79,2075.85,-1782.98,-1795.52,3219.37,1482.54,-118.59,118.64,2241.49,-2246.19,0.85,-29.28,46.62,8.60,-44.56,-90.70,106.63,36.79,212.43,-485.37,288.25,8.84,-17.16,-6.50,-17.17,-27.97,-2563.10,1684.369873,441.3635864
1878.65,-365.28,3041.73,946.05,-1529.46,-3295.46,-2337.98,4235.73,6149.19,-464.06,874.22,-2246.13,-1203.66,641.65,-4.69,0.68,-338.72,2025.35,-1853.94,-1866.72,3055.73,1229.94,-129.81,129.88,2245.79,-2238.75,1.15,-31.33,43.73,4.43,-18.63,-97.41,108.41,40.05,213.40,-538.20,317.48,12.18,2.60,-0.55,27.36,16.64,-2725.42,1760.768188,442.0730896
2327.36,-301.64,3122.15,870.50,-1334.90,-3183.89,-2249.09,4979.53,6616.29,596.84,1803.00,-1571.49,-800.49,777.28,9.67,-1.95,-307.49,2011.34,-1710.99,-1705.22,3116.74,4473.28,-137.17,136.97,2250.84,-2288.27,-3.14,-34.76,18.41,-12.53,-21.08,-107.62,93.02,36.87,182.78,-601.19,327.58,2.52,-33.12,-20.29,-46.88,-26.25,-1992.72,2075.018311,475.4905396
2085.15,-332.50,3007.01,799.42,-1541.03,-3110.46,-2190.00,4389.11,6149.32,358.89,1644.85,-1689.41,-778.94,805.28,4.21,-0.51,-325.05,1959.11,-1756.31,-1760.26,3008.40,2498.43,-139.09,139.03,2231.44,-2248.28,-1.02,-33.79,35.70,1.56,-21.19,-105.08,106.96,40.54,195.10,-563.44,335.74,3.16,-25.86,-7.89,-30.49,-30.23,-2137.99,2028.466919,467.0217285
1242.66,-471.00,2626.10,813.69,-1983.44,-3232.01,-2295.75,2544.57,4847.65,-1525.06,54.20,-2973.06,-1316.97,724.22,-22.06,4.07,-408.41,1850.48,-2063.81,-2100.48,2663.20,-3885.98,-138.90,139.30,2195.45,-2133.60,6.15,-29.49,79.89,34.23,4.85,-93.43,138.39,50.11,240.41,-480.75,351.08,20.59,30.51,32.02,86.77,37.82,-3530.91,1567.689331,408.8406372
953.07,-496.97,2360.17,901.55,-2031.69,-3104.90,-2155.23,1969.24,4319.01,-1971.91,-264.26,-3239.70,-1334.04,688.55,-27.16,4.74,-420.68,1720.51,-2073.59,-2115.57,2404.83,-5013.64,-136.22,136.70,2143.87,-2060.07,7.57,-28.53,85.37,37.06,36.62,-90.02,138.99,52.96,249.20,-489.41,360.74,25.56,53.72,44.28,136.46,84.11,-3817.54,1533.377563,396.5660095
1514.49,-404.97,2407.00,969.52,-1644.16,-3157.95,-2183.04,3036.71,5004.81,-1025.62,443.42,-2719.54,-1087.74,717.12,-6.20,0.88,-372.89,1655.12,-1887.94,-1902.71,2423.67,-708.79,-131.34,131.44,2086.29,-2061.16,1.63,-31.70,43.71,8.42,38.50,-96.78,105.18,43.64,211.91,-568.74,345.78,5.93,19.53,17.06,53.16,40.94,-3186.14,1758.516602,419.1549377
2066.56,-257.55,2562.06,1049.23,-1228.67,-2626.74,-1741.78,4494.35,5844.60,637.67,1892.75,-1361.78,-439.80,769.89,11.15,-2.50,-264.12,1638.20,-1444.47,-1435.16,2555.63,4588.16,-121.84,121.61,2030.36,-2056.62,-3.68,-33.57,4.48,-17.45,18.45,-101.33,74.05,31.74,173.11,-607.67,309.39,-7.68,-14.47,-8.00,-35.29,-9.67,-1758.41,2192.086914,460.4706421
2605.66,-138.63,2940.68,1133.98,-923.88,-2573.88,-1718.90,6024.70,6944.19,1903.03,2889.97,-346.44,-122.66,842.54,27.67,-4.89,-179.41,1759.58,-1134.17,-1106.74,2911.17,8433.98,-109.21,108.73,2029.67,-2100.10,-7.55,-34.31,-18.21,-30.17,-13.53,-100.51,55.34,21.55,147.69,-587.39,263.25,-19.31,-53.56,-30.50,-122.03,-68.34,-669.88,2385.316895,491.7963562
2273.20,-169.61,2930.82,1185.95,-1045.67,-2818.11,-1978.53,5501.63,6580.48,974.80,1946.43,-916.80,-505.08,858.81,17.25,-2.91,-189.80,1795.88,-1194.21,-1180.58,2914.98,5641.58,-95.49,95.20,1965.87,-2012.44,-4.62,-30.29,0.12,-15.54,-18.73,-87.97,63.47,19.67,154.66,-489.22,232.81,-16.98,-39.67,-18.82,-79.16,-57.32,-1270.51,2001.071899,455.4772339
1931.40,-212.47,2838.60,1201.56,-1233.65,-2937.77,-2116.57,4795.44,6050.61,170.74,1231.24,-1380.57,-751.57,889.01,6.83,-0.95,-213.93,1790.32,-1273.88,-1273.23,2836.47,2891.47,-90.27,90.17,1920.54,-1941.04,-1.64,-26.66,21.68,-1.32,-16.28,-81.12,79.35,23.19,177.12,-429.38,222.54,-11.65,-20.72,-9.23,-48.55,-43.35,-1771.42,1725.279297,426.4055176
1898.60,-222.30,2793.37,1009.04,-1028.44,-2928.26,-2098.75,4626.54,5885.12,150.63,1250.53,-1370.11,-729.22,921.68,6.83,-1.05,-222.63,1776.57,-1284.20,-1283.10,2791.22,3340.03,-93.22,93.10,1907.93,-1932.34,-1.78,-26.35,26.87,0.45,-16.97,-84.58,87.64,24.09,186.79,-429.01,226.51,-6.27,-23.06,-12.56,-43.49,-37.32,-1756.98,1719.642822,422.670929
1754.56,-255.79,2660.65,391.14,-45.18,-2874.52,-2031.41,4212.32,5600.90,-104.51,1080.21,-1571.37,-763.88,905.81,2.27,-0.29,-246.39,1775.86,-1376.65,-1381.36,2664.61,4364.14,-98.91,98.87,1921.71,-1931.12,-0.54,-26.97,33.34,3.31,-15.42,-87.78,94.77,18.17,157.27,-390.41,237.88,1.26,-41.35,-8.15,-24.48,-44.39,-1976.60,1684.208252,411.9796448
1779.12,-303.14,2060.03,223.96,171.77,-2745.97,-1924.65,4452.04,6205.62,-606.47,579.06,-2265.33,-861.59,880.81,-2.09,0.64,-281.86,2063.03,-1691.51,-1702.59,2069.60,4159.04,-104.87,104.95,2095.56,-2077.79,1.28,-27.32,38.55,5.94,-9.30,-90.33,100.81,18.40,157.35,-392.21,250.41,37.49,-119.22,1.98,15.02,-108.06,-2665.50,1564.807251,378.9776306
2196.91,-297.47,1725.38,173.65,284.16,-2773.11,-1957.99,5175.00,7012.17,-502.17,535.03,-2561.46,-878.40,871.63,5.80,-1.07,-292.17,2213.66,-1863.00,-1862.96,1725.13,5938.34,-109.93,109.84,2189.58,-2206.11,-1.51,-29.50,23.23,-6.24,-9.69,-96.82,91.23,16.26,142.93,-439.38,256.40,65.34,-85.49,-10.03,-16.54,-33.78,-2899.38,1568.745483,367.2551575
2369.01,-287.39,1783.01,103.50,317.18,-2865.98,-2030.03,5357.52,7167.30,-294.32,682.56,-2495.26,-853.06,923.21,9.87,-1.83,-293.35,2211.68,-1875.08,-1869.95,1777.35,6666.16,-113.06,112.88,2195.05,-2229.41,-2.94,-31.29,15.73,-11.00,-18.93,-101.14,87.40,14.77,134.82,-458.21,258.77,61.82,-79.44,-16.81,-50.71,-25.24,-2811.20,1609.215698,371.0852966
1955.68,-319.07,2024.12,65.73,100.54,-2884.39,-2057.56,4344.06,6155.17,-615.57,545.84,-2387.80,-853.40,1050.37,-0.95,0.11,-303.27,2026.80,-1777.15,-1785.84,2033.27,4110.51,-112.49,112.47,2095.62,-2106.50,-0.27,-29.03,34.71,4.59,-16.16,-96.99,102.08,17.91,158.38,-417.30,261.23,42.05,15.23,-0.87,-20.47,58.08,-2780.37,1558.433838,378.5424194
896.95,-447.11,2033.61,102.05,-408.20,-3016.51,-2165.65,2170.11,4387.77,-2250.68,-674.07,-3184.53,-1240.17,1113.92,-29.44,5.44,-368.69,1865.62,-1910.21,-1956.02,2080.81,-2664.38,-110.96,111.49,2024.36,-1937.93,8.36,-23.84,86.36,41.67,16.68,-83.08,138.66,29.91,207.91,-318.12,278.15,26.59,61.39,41.81,120.66,89.38,-3734.68,1209.163208,354.3174133
1134.56,-415.31,2062.61,151.78,-213.46,-3060.92,-2187.40,2659.42,4711.43,-1804.41,-302.04,-2971.39,-1099.24,1177.50,-19.75,3.30,-354.28,1846.28,-1851.74,-1883.60,2097.49,-201.33,-111.43,111.77,2022.93,-1960.82,5.38,-26.23,64.75,23.81,40.23,-87.31,119.45,27.63,182.61,-382.68,285.92,25.08,45.84,31.01,115.41,86.52,-3480.75,1367.245361,375.7833557
1688.40,-329.61,2209.83,145.29,60.70,-2983.34,-2118.89,3808.36,5501.34,-627.32,683.60,-2196.23,-728.92,1240.36,-1.70,0.05,-307.69,1830.02,-1658.42,-1667.35,2220.29,3962.07,-109.05,109.07,2010.53,-2002.35,0.29,-29.34,32.80,1.33,29.16,-92.85,94.48,20.91,148.90,-443.74,278.89,17.76,-2.69,5.16,23.77,28.03,-2625.69,1660.201294,410.8804321
1816.14,-314.10,2312.16,169.50,112.80,-3130.60,-2247.37,4126.47,5811.61,-503.67,731.40,-2136.34,-735.41,1322.47,0.72,-0.05,-298.24,1866.29,-1653.30,-1661.19,2318.88,4175.69,-103.98,103.97,2018.05,-2016.58,-0.12,-29.17,27.77,1.16,13.92,-90.61,88.32,18.11,135.82,-423.45,267.53,14.55,-14.96,3.00,-3.46,1.29,-2555.20,1640.321899,415.0582275
1144.67,-414.52,2093.61,249.94,-205.07,-3383.99,-2503.61,2769.91,4905.09,-2116.58,-714.46,-3264.59,-1235.49,1388.84,-21.15,3.91,-352.01,1823.99,-1901.09,-1937.57,2129.87,-1223.85,-95.60,95.98,1977.40,-1912.72,5.97,-23.79,64.24,29.43,29.00,-74.83,110.13,23.08,156.33,-313.04,265.28,26.23,29.92,34.75,93.34,52.89,-3781.62,1211.078857,373.382019
857.68,-417.65,1897.03,409.89,-174.23,-3304.55,-2416.48,2352.70,4484.56,-2587.82,-1136.76,-3560.09,-1249.91,1458.77,-27.52,4.64,-339.04,1738.81,-1861.90,-1904.06,1942.83,-2134.97,-87.53,88.01,1930.11,-1840.86,7.55,-22.21,69.65,31.30,59.28,-65.41,106.14,22.88,145.73,-287.72,264.24,36.39,61.32,45.73,160.24,116.95,-4106.96,1161.691162,363.3877869
1830.79,-239.39,2231.78,523.30,425.73,-3401.25,-2512.47,4425.56,5937.64,-859.33,195.77,-2543.68,-812.22,1580.19,4.15,-1.03,-230.28,1767.51,-1532.61,-1533.41,2234.51,4811.50,-79.36,79.27,1904.47,-1909.79,-1.35,-26.82,12.99,-7.43,43.32,-72.59,61.17,9.86,86.49,-376.12,240.00,20.98,-18.20,-0.55,11.45,25.16,-2938.87,1600.52356,414.1563721
2659.30,-54.68,2606.87,616.64,926.81,-2975.43,-2149.78,6528.49,7328.08,1244.90,2018.12,-887.84,-102.93,1642.40,28.45,-5.14,-98.77,1852.45,-1031.37,-1002.89,2576.19,11237.33,-75.30,74.80,1914.80,-1996.84,-8.04,-29.64,-26.57,-33.79,1.69,-77.99,30.02,0.05,48.18,-425.14,210.25,4.46,-78.42,-39.67,-119.14,-59.27,-1185.25,2130.599609,470.8557739
