start_time=11APRIL2002 0000
interval=1day
14ml_sl|FLOW,3mile_sl|FLOW,RSAN032|FLOW,SLMZU032|FLOW,523_0|FLOW,RMID015|FLOW,ROLD024|FLOW,RSAC092|FLOW,RSAC101|FLOW,RSAN007|FLOW,RSAN018|FLOW,045_0|FLOW,RSAN037|FLOW,RSAN058|FLOW,307_13500|FLOW,308_0|FLOW,SLDUT007|FLOW,GEORG_SL|FLOW,SLTRM004|FLOW,309_0|FLOW,347+364+374|FLOW,RSAC054|FLOW,LTL_HOLLAND_WEST|FLOW,LTL_HOLLAND_SOUTH|FLOW,PROSPECT_NORTH|FLOW,PROSPECT_SOUTH|FLOW,CALHOUNCUT|FLOW,IS3-1|FLOW,IS3-2+IS3-3+IS3-4|FLOW,SUISUN5|FLOW,MONTZWET_N+S_BREACHES|FLOW,IS9-1|FLOW,IS9-2|FLOW,IS10-1|FLOW,IS10-2|FLOW,IS10-3|FLOW,IS10-4|FLOW,MCCOR_WILLIAMSON-258|FLOW,MCCOR_WILLIAMSON-256+260|FLOW,DECKER_NW|FLOW,SHAGSLOUGH|FLOW,SNODGRASSSLOUGH|FLOW,47_LEN|FLOW,279_LEN|FLOW,280_LEN|FLOW
1601.052612,-567.9297485,2037.52124,464.3973083,71.47727966,-5158.11084,-3979.895508,7032.750977,11065.25488,-5290.749512,-4500.285645,-7311.97998,-3776.290527,419.509491,-44.87099075,8.519030571,-464.8252258,2904.849854,-3590.213135,-3652.307373,2098.675293,-3019.853271,-75.04178619,75.87966156,2540.188477,-2407.37793,13.27707767,-15.64530468,110.1562576,57.31864548,70.63045502,-45.85074615,127.6665344,17.77866554,135.4753723,-98.02732849,230.6040497,272.5844421,-155.8446198,54.77176285,201.5375671,97.40140533,-7838.366699,-173.1140594,243.6025085
1749.071899,-626.9035034,2127.368652,329.4378357,59.09964371,-4818.567871,-3709.410156,6924.462891,11051.37012,-4655.549316,-3658.989502,-6813.42041,-3462.296387,415.6914673,-46.46897507,8.492816925,-520.8382568,3038.289551,-3682.687012,-3747.099365,2191.376221,-2060.052734,-97.07141113,97.91082001,2709.838135,-2570.766357,13.28056145,-20.21010208,96.38206482,46.22238922,75.04308319,-63.35211945,130.3367004,20.32876205,132.5078583,-210.4124603,289.0947266,328.3873291,-192.1510162,58.27223969,212.1343994,126.6603317,-7389.76123,129.5236206,282.871521
3321.487549,-445.9831238,2766.223633,340.0716553,898.8087158,-4585.017578,-3447.806641,10812.09277,14315.83105,-1422.848022,-819.0195313,-4905.579102,-2596.109375,503.6852722,-7.36370945,0.716717303,-422.7727051,3341.980225,-3461.038086,-3469.195313,2779.17334,10763.42383,-114.0854492,114.2314529,2964.864014,-2923.422607,2.442923069,-30.54689789,20.23078537,-15.14357662,57.51622009,-92.93190002,81.20323944,10.91913509,68.96577454,-460.2095337,325.5663757,449.4559326,-368.9501343,3.515112877,96.21130371,105.5590057,-5353.060547,1081.033813,405.8084717
6318.621582,-138.5825806,4171.476563,445.0100403,1799.635986,-3741.229004,-2754.228516,19348.16016,22067.19727,4164.623047,4243.070313,-997.4093018,-991.1567383,735.1907959,37.33396149,-6.685851097,-216.36203,4133.171875,-3055.770752,-3009.169189,4123.334961,29222.60938,-130.5971069,130.0255585,3534.977539,-3601.654541,-8.951733589,-40.50055695,-49.15095901,-61.29337692,-30.96837425,-120.3519058,41.70433044,3.626098871,33.33730698,-645.0200195,324.2946167,550.6104126,-648.9590454,-61.41030884,-161.6469269,-97.28796387,-1366.83606,2486.627197,612.6271362
9761.004883,70.41453552,5606.458984,452.1619263,2619.973389,-4030.901611,-3016.837646,29296.37695,31986.75977,8494.394531,7665.415039,1195.803223,-449.4370117,854.5770874,80.35441589,-13.67994404,-88.8735199,5390.375488,-3371.17627,-3275.351318,5500.183594,47286.35547,-138.1761627,136.9756775,4357.126953,-4518.460449,-18.89005852,-48.27613449,-111.924469,-106.5203629,-98.25415039,-140.8744202,-1.337297201,-11.41050434,-32.34127808,-758.0519409,297.2956238,455.9844666,-683.2210693,-108.0360947,-293.5021362,-205.6054382,957.2988892,3198.791016,754.2130737
11614.29883,-117.53936,6035.091797,397.7575684,1943.588745,-4901.178711,-3977.104004,32974.9375,37252.84766,6606.584961,5683.78418,-805.3091431,-1819.843262,731.526123,41.37662125,-6.453111172,-206.5316162,6152.610352,-4595.057617,-4550.472656,5979.234375,43150.31641,-135.8204651,135.2005768,4843.223633,-4948.193848,-9.828501701,-39.89031219,-30.66840553,-41.69159317,-127.4215469,-121.1827393,60.7363205,-2.313003778,31.56236458,-512.6358643,278.0916748,404.0002747,-583.9853516,-61.68827438,-235.7703705,-222.6109161,-1238.873657,2260.28125,699.6116333
10495.06738,-346.1698914,5320.887695,328.9595947,1129.730713,-4918.294922,-4026.805176,29959.57227,35059.27344,3578.504639,3086.244873,-2840.807861,-2637.248291,611.6679077,-3.501370668,0.487318963,-329.8846741,5962.394531,-5063.73877,-5070.482422,5326.31543,32969.88281,-135.7599335,135.7675781,4735.617188,-4748.327148,0.17486988,-31.03116798,49.89870071,10.93747425,-67.44960022,-102.2405624,118.9596786,13.18213367,100.2703552,-350.7530823,292.6576538,419.4773254,-424.8901672,3.115905285,-5.953774929,-27.3995266,-3461.220703,1489.967041,601.5206909
9991.529297,-236.0320587,5046.533691,159.9321442,1488.782471,-4847.206543,-3961.012451,27771.86719,31953.20898,4373.839844,3677.454346,-2163.571533,-2175.033936,634.989563,27.61671448,-5.489140511,-283.4030151,5381.702637,-4447.776855,-4414.921387,5010.681152,35099.84375,-135.2190552,134.6138611,4330.698242,-4447.961914,-9.505966187,-37.064991,-8.998239517,-30.34397507,-49.15112686,-116.7002411,75.78956604,0.031778995,44.88180923,-467.9628296,277.0931396,414.1285706,-479.8355713,-38.83788681,-129.8917542,-50.35952759,-2577.434814,1759.653442,592.9091797
7975.60498,-335.0723572,4445.579102,58.60216904,955.7852783,-4755.075195,-3918.728271,22833.63672,27053.65234,2238.151123,1934.755493,-3116.904297,-2480.21582,577.8381958,5.359079838,-0.862083018,-340.9193115,4833.535645,-4249.301758,-4247.27002,4438.608887,25035.56445,-128.8309326,128.6679535,3946.937744,-3993.840088,-2.628409863,-31.56820869,34.27000046,5.827543736,-42.26665497,-102.5665054,105.3754807,3.833619118,83.32116699,-331.5022583,261.7983093,414.9176941,-458.0052795,-7.414736271,-82.14425659,-63.79965591,-3586.120361,1264.860962,505.5771484
5937.044434,-490.210022,3683.26123,141.487915,480.177002,-4785.336914,-3926.381836,18149.90625,22695.94922,-546.8053589,-422.1705017,-4748.474609,-3068.309814,482.3529663,-25.43480492,4.346729755,-426.4183655,4400.744141,-4307.966309,-4341.401855,3718.537598,14987.62402,-121.2865448,121.6760864,3639.709961,-3583.106445,6.102406502,-25.15376472,82.07396698,38.92431641,7.241006374,-86.77394867,136.4569244,12.52604866,141.2966766,-235.2344513,258.8394165,424.9573669,-358.7998962,42.72819519,92.79904175,52.64538956,-5323.048828,635.8912354,415.7874146
5317.764648,-480.1335754,3434.083984,253.6706543,649.1566772,-4993.753906,-4049.776855,16460.70898,20760.42969,-1083.405762,-987.0609741,-5110.355469,-3186.913818,470.108429,-18.82248497,2.888528109,-426.4186401,4097.426758,-4134.682129,-4158.668945,3461.430664,14028.99414,-110.3326111,110.6160126,3399.33252,-3351.175537,4.439964294,-25.25548363,61.82212067,24.03181648,41.62561798,-85.68255615,116.2240448,8.633021355,124.725853,-269.3071594,244.346817,477.5814819,-392.6729126,36.35050964,103.1098328,95.18465424,-5619.415039,527.6151123,392.8843384
6192.21875,-265.4959106,3752.42041,268.183197,1409.937988,-4957.467773,-3947.645508,17800.04102,21083.82813,1174.599731,807.161438,-3564.308838,-2519.513428,552.3552856,23.44204903,-4.927884102,-303.98526,3869.897705,-3521.23584,-3491.666748,3723.254883,22398.64453,-101.3704987,100.8841171,3197.212646,-3275.899414,-7.675820827,-31.46878433,-21.20981216,-33.76540375,17.9393692,-97.21031189,50.21384811,-10.82622719,30.86250305,-396.368988,210.4521179,565.9309692,-592.1430664,-29.49054337,-78.58032227,8.547644615,-3851.946777,1094.898438,440.9516296
5943.188965,-227.3587646,3820.57373,219.3472443,1301.918213,-4838.731445,-3852.97998,17449.40625,20552.37695,1295.087402,946.5679932,-3198.213623,-2398.647705,569.4849243,23.8244915,-3.959825754,-272.5758667,3787.713379,-3291.901611,-3267.678223,3789.209961,21048.41797,-93.1855545,92.76499939,3122.29541,-3197.846436,-6.681863785,-29.10731125,-10.58795547,-22.69826126,-23.38900566,-90.26844788,56.13572311,-13.07732296,34.33805847,-324.2116394,188.7221222,519.4020996,-609.2973022,-35.72278214,-134.7633209,-90.44223022,-3474.875,1091.192993,430.8036194
5174.178711,-316.3603516,3553.557617,161.6291504,1019.257874,-5004.546875,-4019.890137,15977.81543,19417.17383,-79.28251648,-283.048645,-4208.780273,-2853.594482,493.4771423,8.056929588,-1.388272762,-326.3062439,3748.143555,-3500.693115,-3493.069092,3543.829102,17019.38672,-95.77590179,95.63652039,3109.077393,-3135.454834,-2.160773516,-26.7456646,16.93730354,-7.737706184,-19.20705223,-85.67661285,77.7924118,-7.242195129,66.45533752,-284.4168091,193.9242249,504.1783142,-527.6248169,-14.54724407,-35.77554321,-31.0766468,-4538.919434,741.140564,385.1976013
5389.047852,-281.5975952,3673.310059,10.30887413,1042.53894,-4943.265137,-4037.351807,16026.0127,19262.8125,625.2215576,332.1871643,-3694.908691,-2636.322998,494.5498352,18.81135559,-3.102129698,-317.1330261,3684.840088,-3384.220459,-3365.440186,3648.763428,18529.1543,-103.1761169,102.8534241,3083.372314,-3143.385498,-5.082047939,-29.64159393,3.771348715,-17.05744934,-37.00543213,-94.9209671,72.56461334,-8.783864021,62.4824791,-327.7382813,195.818573,559.7675171,-621.7014771,-31.15236855,-105.4159546,-70.93144989,-3971.319336,888.7402954,399.1243896
4557.541992,-427.7409058,3402.588135,-40.25543594,513.3050537,-5018.471191,-4158.473145,14391.31641,18248.8125,-1122.526855,-1104.531372,-4862.008301,-3142.564697,420.5593262,-9.48927021,2.050225496,-402.0630188,3730.214111,-3743.762451,-3758.852783,3416.036621,12244.73242,-107.345108,107.5507965,3143.0896,-3109.13208,3.266748428,-25.14507294,55.65679169,19.15641975,-20.32824516,-86.02433014,113.9126434,3.125964403,118.7479248,-237.8377533,212.3636017,535.5875854,-533.2182617,10.44953156,27.2219162,-15.96640396,-5276.786133,445.0570984,357.9391479
4543.948242,-431.2823181,3420.531738,-33.76647186,543.2268066,-4966.553223,-4111.19043,14952.61328,18856.9043,-882.9234009,-868.3178101,-4797.83252,-3089.786621,399.7430725,-7.896956921,1.470996737,-407.0361328,3869.184814,-3820.285889,-3832.16626,3432.31543,13458.75977,-112.3137589,112.4561768,3254.199707,-3227.063232,2.281028271,-26.50831032,49.10676575,13.39580154,-0.538060248,-91.43392944,112.0120087,5.810759544,123.6112823,-285.8449097,226.0536346,485.5409241,-468.1443481,8.827358246,42.13494873,17.22519493,-5213.260254,537.4083862,368.9806213
3615.590332,-504.0397339,3280.856445,-28.91314125,252.5346069,-5129.27002,-4277.691895,13498.66113,17628.7207,-1912.123657,-1683.406738,-5432.552734,-3364.310303,366.8778687,-18.22565269,3.70378232,-458.4206238,3828.997803,-3930.394043,-3957.101807,3305.661377,9130.863281,-114.3672562,114.7014999,3243.260742,-3196.302246,5.244959354,-25.0597744,75.88768768,34.57959747,12.55779171,-86.89385223,133.305542,13.50379848,151.6142883,-239.0249023,239.7975922,457.6401367,-423.2562561,24.50608635,63.05496597,23.03245926,-5892.497559,311.4331665,346.9211731
2493.255127,-620.2211914,2790.741699,42.74949265,-123.5233917,-4845.880859,-3996.820313,10790.5332,15201.08496,-3561.611572,-2888.799072,-6281.807129,-3571.355957,309.7971497,-45.12301254,7.874175072,-518.345459,3631.577881,-4001.522949,-4058.052246,2852.523926,2822.562988,-115.1959,115.9584579,3135.94165,-3014.395752,12.00632763,-21.75754547,113.50737,59.80563736,52.51548386,-79.0663147,161.4043884,26.20804024,194.9750366,-197.2917328,264.464386,459.1323547,-334.6146851,61.99679565,195.7548981,114.7490387,-6874.118652,59.27693176,308.8823853
2999.762695,-488.023468,2818.147461,134.5884247,325.6844788,-4371.669922,-3478.142334,11155.44043,14817.47461,-1791.275024,-1177.976807,-4826.261719,-2746.170166,374.1816101,-20.36779594,3.229783058,-436.4978333,3446.506592,-3485.251953,-3511.113037,2846.967773,7990.060547,-117.1610565,117.4838791,3018.979492,-2964.73999,5.105865002,-27.04083633,65.11903381,23.46600151,61.19281769,-91.72219849,125.4174881,21.18451309,160.8925476,-339.2151794,272.3978882,457.3922729,-372.7426758,29.69930649,116.9240723,104.6422806,-5319.72998,690.1749268,366.4633789
4119.962891,-289.0578308,3187.383545,114.3172531,1006.255432,-4149.049805,-3290.688721,12974.20313,15734.21875,772.1147461,1005.045532,-3045.075928,-1918.147705,470.3874207,20.0299778,-4.040005684,-322.1576843,3345.30542,-2950.495605,-2926.146729,3161.882324,16789.68945,-116.2831726,115.8987656,2933.165527,-2993.190918,-6.017776489,-34.28696442,-10.2200079,-30.46613503,22.44654846,-109.8629684,69.65473175,6.41712904,95.00138855,-501.3126526,254.7065277,472.585144,-501.9828491,-24.96722794,-63.4925766,-6.249025822,-3350.469971,1369.844727,435.2677612
4077.86084,-262.4541626,3270.48877,109.351532,886.3257446,-3811.103516,-3028.394531,12927.68066,15576.10254,1090.709351,1388.37561,-2487.771484,-1676.587769,513.4528198,15.61411476,-2.637132406,-293.5573425,3304.616943,-2768.59668,-2753.373535,3249.716553,15718.8291,-109.5348053,109.2445602,2886.929932,-2939.363525,-4.647068977,-31.29316711,2.965113878,-14.99808788,-19.35740471,-103.703392,78.49010468,6.79437542,112.9507294,-435.591095,234.2365417,484.9666748,-549.7442017,-22.32925987,-111.2843781,-77.34670258,-2821.63623,1417.195557,434.3762512
3523.32251,-312.2088318,3073.748047,148.5396881,766.9346313,-3715.257813,-2933.961914,12175.68359,14996.31836,320.1246033,706.9823608,-2944.028564,-1868.26123,496.7587585,1.446789622,-0.668770552,-306.3439941,3297.696045,-2837.740479,-2836.754883,3073.223145,13687.15137,-103.2251663,103.1762009,2868.098145,-2869.667725,-0.772015631,-28.84395218,17.12409401,-7.769505978,-5.360583782,-96.50363159,85.19302368,8.609437943,123.032959,-396.7733765,223.983139,520.5021362,-509.5731201,4.022362709,4.292530537,7.330452442,-3338.945313,1204.75061,406.3917236
4282.36377,-165.7752533,3423.468994,187.6131439,1207.749023,-3648.327637,-2897.202881,13897.75098,16144.81934,2051.5,2080.831299,-1753.326538,-1398.046997,583.6064453,27.35529137,-5.162173748,-216.5055695,3264.574463,-2491.779541,-2460.611572,3387.734863,19417.19531,-95.23345947,94.71722412,2802.639648,-2886.866699,-8.17243576,-31.13106537,-24.03182983,-33.68538666,-28.47559547,-100.3867035,50.91839981,-3.989479065,74.27181244,-433.0535583,192.4622192,593.0687256,-661.4142456,-34.22410583,-129.2121582,-56.43745041,-2024.421509,1567.671875,446.6495361
3501.47583,-243.2613678,3130.164795,227.9866791,822.5701294,-3498.9375,-2784.280273,12508.03027,15078.24902,633.5180054,862.9387207,-2521.012207,-1717.668579,556.5267334,1.770034194,-0.487255573,-238.8947906,3188.217773,-2577.619141,-2578.486572,3128.586182,13867.17383,-80.16008759,80.10521698,2718.385986,-2726.986572,-0.928609192,-24.53267288,20.50131226,-0.029758207,-21.34180832,-80.923172,76.40822601,-0.563214779,94.51424408,-279.1832581,175.3749084,540.9976196,-564.1218872,2.368294001,-23.2645607,-29.59871101,-2900.043457,1183.4198,391.666687
2955.011963,-274.7627563,2775.119629,390.9151917,690.8572388,-3529.5,-2727.020752,11505.1123,14261.04395,-656.4052124,-321.0078125,-3397.310059,-2035.262939,526.5478516,-13.73227024,2.236511946,-236.0922394,3092.200439,-2626.054443,-2645.612549,2794.731201,10046.35254,-67.55078125,67.77492523,2621.788574,-2582.588867,3.45661521,-20.30814552,40.67322922,16.53562546,17.42381859,-63.39205551,81.95363617,-0.010892106,92.28560638,-185.0691986,163.5436401,484.6795349,-437.9673157,24.24072266,78.94115448,57.14014816,-3831.272705,908.0863037,348.1672974
2673.867188,-259.105072,2548.821045,590.9744873,692.2926025,-3774.828125,-2843.630371,10712.24707,13500.65332,-1656.829834,-1283.300659,-4147.012207,-2330.401367,484.7827759,-18.00395012,3.126897097,-215.0558929,2933.992432,-2616.796631,-2641.551025,2573.979492,7461.441406,-62.11476517,62.41485596,2490.345947,-2442.166016,4.657635689,-17.86959839,50.54804993,24.21742821,40.12151718,-50.61476517,80.88568878,2.161872149,95.31059265,-143.4280548,156.3502045,461.3890686,-392.1018066,26.46982574,99.65739441,92.26012421,-4586.746094,718.0794067,326.8571167
2210.466064,-269.1269836,2389.871094,741.2769165,549.7064819,-3744.491211,-2795.430908,9461.691406,12274.6084,-2383.782715,-1818.221436,-4473.819336,-2403.562988,442.1080933,-25.9797287,4.901903629,-209.3316956,2778.715088,-2551.196045,-2587.338867,2425.246338,4292.575195,-62.442173,62.91581345,2390.604492,-2315.969971,7.423144817,-15.21416569,71.70137787,38.18304443,51.90966415,-43.20943451,94.60565948,10.58100796,130.5633698,-120.532753,161.7252197,464.4874268,-386.916687,36.29674911,116.1520462,84.16916656,-4954.950684,631.8685913,317.2498779
3089.946533,-141.7012939,2712.529297,633.1934204,1023.691467,-3558.137207,-2631.641357,10730.1748,12872.59863,-58.04097748,210.8154907,-2976.354248,-1709.85437,456.2276611,8.710926056,-1.544162512,-153.930481,2736.495117,-2211.060547,-2201.640381,2701.237549,11828.00879,-70.13135529,69.97644043,2378.157959,-2406.588135,-2.364962339,-22.91712952,13.84232616,-9.815848351,30.29450989,-67.91145325,58.40363312,3.621792078,98.19493103,-308.7067261,168.6826324,463.8853455,-480.3954468,-16.62940216,-27.80631065,-6.607261181,-3286.420166,1271.860718,367.9875793
2187.251465,-369.2327271,2596.716797,406.3395996,189.1916046,-3495.013916,-2674.517822,8375.620117,11275.33105,-1630.133423,-815.8676758,-3710.613525,-2083.518799,393.4462585,-25.40803719,5.554077148,-314.8277588,2811.592529,-2608.453369,-2648.26123,2629.796875,3226.368408,-79.92936707,80.43493652,2491.303711,-2421.401855,7.974078655,-18.42007637,83.18805695,42.39662552,6.466356277,-63.55369949,120.7045898,20.50107956,180.3973846,-199.0610504,204.8282318,515.1591187,-490.5065918,25.21503258,48.78875732,-30.31759453,-4200.661133,825.9845581,328.8168945
1112.435425,-575.7155762,2322.692139,391.7910767,-254.8245087,-3481.349121,-2659.199951,5738.815918,9356.250977,-3754.468506,-2377.112061,-5153.730957,-2634.538818,307.2714539,-62.2138176,10.77767181,-436.7435913,2889.638672,-3062.544678,-3140.70874,2408.38623,-3183.177002,-99.61196899,100.7026443,2640.330322,-2455.19751,17.3238945,-18.20079994,119.0912018,58.581604,64.64214325,-65.45891571,154.5404053,36.6661377,231.8131561,-236.6269684,267.9720154,857.0778198,-590.6678467,80.48574829,307.2702026,226.6324463,-5860.912598,526.0036621,314.1122742
3455.733154,-233.6771698,4062.563965,394.9750366,881.7053833,-3205.679443,-2349.128418,10916.98242,13052.08984,1888.911987,2776.027832,-1054.984497,-1042.290771,499.4351807,5.483019829,-1.463878632,-239.7597961,3068.398438,-2205.55542,-2199.008545,4057.508789,15054.16895,-119.7981415,119.678566,2825.717529,-2838.726563,-1.782986045,-33.02888489,4.743188858,-23.23677444,32.07196808,-103.8311996,77.47322845,21.49101257,142.9497986,-553.9735107,290.5673523,1726.779785,-1610.97998,-19.14711952,8.713159561,134.792984,-1558.971924,2118.494629,541.9007568
4355.335938,-211.7297058,4677.138184,400.5408325,900.9018555,-3272.573486,-2342.813477,13909.32324,16222.63281,3158.020996,3973.598877,-236.6579742,-814.2021484,630.5280151,9.059112549,-1.229219437,-226.0713348,3473.197754,-2365.196289,-2358.512939,4665.286133,18846.35352,-129.7757721,129.7007599,3135.2771,-3138.773682,-1.150379181,-33.21024323,17.86219406,-11.75152493,-9.013383865,-105.1139679,91.43238831,25.53044319,149.3794098,-533.9862061,308.870575,1635.590332,-1717.615356,-18.48906136,-37.23288345,-59.5753479,-785.2236328,2379.946289,608.1356201
5232.060547,-197.4177399,4508.32959,508.2594299,838.6906738,-2264.193115,-1480.812256,17408.61133,20042.875,4273.929199,5182.657715,600.6539917,-103.8693237,1027.861816,-10.2854681,1.593132615,-176.2715302,4003.855469,-2544.481934,-2559.347168,4523.253906,22057.21875,-135.6384888,135.8325958,3515.37793,-3471.616455,3.044103384,-32.73059845,41.69137192,5.413876534,-11.48534966,-102.2672806,109.5753555,32.15338516,162.5071259,-496.5570679,328.9589539,1200.96875,-1238.696777,6.137134075,34.41455078,-37.53988266,-111.2245483,2766.438477,648.7789307
6252.702637,-153.5113831,4340.51709,679.6719971,774.7491455,-1392.744751,-682.8887329,19993.93555,22582.4668,5818.37207,6925.15625,2078.294189,1120.824219,1956.660034,-20.61422729,3.320242882,-105.2029953,4245.297363,-2407.609131,-2435.498047,4369.530273,25208.89063,-140.2686005,140.6290436,3701.826172,-3639.986084,5.693025112,-31.17799377,65.20214844,21.16865349,8.136047363,-97.2783432,126.8068008,40.01749802,186.2875061,-475.3485413,352.1031494,947.8826294,-911.5026245,25.83128738,100.6802826,37.66785812,1222.693481,3329.908691,726.3239746
8059.3125,38.6416893,4373.351074,708.5761719,1324.993774,-800.9124146,-165.5023346,22072.25781,23810.3457,8495.615234,9313.917969,4018.526611,2302.021484,2320.050781,12.32643032,-2.846281052,21.58342934,4068.90332,-1870.804443,-1855.225708,4358.085938,33547.125,-143.5870514,143.3160553,3578.531006,-3627.209473,-4.237738132,-36.27816391,11.56032467,-18.13476753,1.84649694,-110.6180878,86.71643829,29.50293159,137.0104675,-597.8574829,345.2330933,816.5233765,-839.3064575,-16.74256134,-32.16864014,-2.506842375,3297.427734,4123.319824,802.1118164
8465.661133,91.54410553,4331.104004,601.2680054,1409.968628,-996.6607666,-329.6534119,21471.83594,22899.70898,8935.582031,9573.011719,4342.717285,2501.358643,2489.501953,27.02014542,-4.766376972,41.74106216,3831.999756,-1655.557495,-1625.241943,4294.876953,33883.57813,-139.4840851,138.9866486,3395.782227,-3486.247314,-7.862025261,-37.08982849,-3.471583843,-25.11504173,-28.50762939,-112.5189972,75.03388977,22.00416183,119.1101913,-588.1734009,320.1407471,756.8366089,-845.2938843,-36.47198868,-138.0233459,-86.17175293,3725.496582,4148.008789,790.6402588
6797.34375,-80.98819733,3771.412109,566.788269,771.842041,-1123.52063,-463.6498718,17957.76367,19971.67383,6230.07959,7240.468262,2688.741211,1846.041138,2526.020996,-10.75202465,1.931499004,-51.25892258,3659.401855,-1898.656982,-1915.658691,3786.294922,23726.16211,-133.3574066,133.5055695,3274.615967,-3253.366699,2.283678532,-29.74785995,58.60197067,22.0565052,-11.2675333,-92.5797348,117.585144,29.99656868,173.734375,-421.0792542,312.7065735,708.8023071,-702.3165283,19.66494179,18.0278492,-8.398992538,1921.771362,3440.437012,699.6466675
4912.210938,-175.200943,3326.319092,672.8660889,442.205658,-1209.897827,-538.793335,15108.89746,17318.4082,4347.083984,5654.008789,1626.474487,1459.395264,2572.042969,-31.51317787,5.65128088,-97.53023529,3502.200928,-1901.484741,-1945.032471,3369.691895,16958.03125,-123.8823547,124.414772,3153.365967,-3062.404053,8.338487625,-24.65783882,91.56641388,46.23553085,37.03180313,-77.29718018,135.7688141,34.4029007,197.297226,-327.1263733,307.0199585,670.744873,-581.8757935,53.96484756,144.1430817,89.37989044,781.7183228,3026.520752,644.8973389
4740.031738,-20.5840435,3431.13208,770.7977295,1031.033936,-1255.020752,-599.7749023,15571.28516,16997.01563,5623.393066,6644.39502,2521.928467,1917.353882,2730.683838,-1.605984688,-0.196127534,-7.844598293,3350.917969,-1420.405518,-1422.196777,3434.883057,22501.97266,-115.4572449,115.4307404,3017.520996,-3015.996826,-0.418857157,-29.31770706,28.59632492,0.170419887,49.91605377,-87.21734619,87.06568909,21.31681824,134.0572662,-440.6496582,282.8423767,662.3011475,-621.4754028,9.744679451,41.56943893,67.78525543,1832.159546,3392.881836,682.0256348
4963.504395,177.7303162,3827.120117,799.236084,1619.482056,-1041.703247,-456.6277161,16912.17383,17407.12695,7865.854004,8541.024414,4300.543457,2676.37793,2830.311768,33.6826973,-6.127501488,111.058548,3249.86499,-795.0663452,-753.416626,3782.240967,29292.57813,-107.7350082,107.1094208,2917.684082,-3023.154053,-9.880883217,-33.6288414,-28.98355484,-37.91575623,1.599487424,-100.0645599,47.449646,8.44493103,90.49471283,-529.3256226,244.8860779,676.9520874,-763.795105,-45.66372681,-156.7937012,-70.7282486,3782.995361,3905.258545,734.53125
3929.935791,60.81990433,3591.251465,766.1520386,1120.09436,-1021.132202,-437.8132935,15060.66895,15978.10645,6237.108887,7205.575195,3500.802002,2242.405518,2725.264404,7.423090935,-0.633180559,47.40003967,3191.29834,-936.0858154,-932.6643066,3580.645752,22288.00586,-100.1600723,100.0719376,2858.231445,-2880.629883,-1.459033966,-26.97897148,24.01557159,2.969930649,-20.14537621,-85.12277222,85.40522766,15.94472218,142.9655914,-382.8709106,231.9712067,649.0809326,-708.048645,-10.90104961,-76.47039032,-82.7648468,2879.353516,3381.604248,669.5680542
3745.191895,18.31760025,3473.24292,778.7161865,1129.203735,-1061.927734,-472.9877014,14628.99121,15735.31641,5538.494141,6577.356445,2910.082031,1924.648438,2554.53833,-0.050127741,-0.010877089,23.47162819,3218.571045,-1095.368652,-1096.010132,3474.102783,21552.45313,-101.7090683,101.7220306,2879.379883,-2873.748047,0.234640568,-26.94727707,25.08052635,-2.864500523,-5.549303532,-86.88529205,87.41483307,17.17826653,149.5065613,-408.5734253,236.1594543,740.3770142,-719.0637817,0.481160432,7.604650497,10.34253979,2263.177002,3218.403076,649.2591553
4581.156738,90.66078949,4106.307617,736.4193726,1375.930054,-876.3121338,-305.3856201,16903.00586,17779.24805,7112.290527,8059.693359,4098.374512,2262.385986,2477.62085,12.08013248,-2.25689435,67.61332703,3466.733887,-981.2388916,-966.7902222,4091.351563,27153.77344,-103.6784897,103.4979553,3050.021973,-3069.698975,-2.797832727,-30.17446327,-0.546107113,-22.59566879,-25.64478683,-99.92458344,74.50017548,13.96113491,140.5242615,-490.7102051,237.596283,1053.138062,-1050.470337,-20.10116768,-56.44910431,-16.94260216,3462.736816,3593.979248,715.4770508
6482.875488,164.4971924,5102.374512,806.4136353,1589.244019,-781.0383911,-216.4463043,22101.25,23156.30469,9264.957031,9991.74707,5471.383301,2590.043701,2538.365234,18.67142105,-2.754879951,126.2916718,4197.911133,-1181.943726,-1163.302368,5078.044434,34685.21875,-106.0623322,105.8628693,3528.212158,-3540.931641,-3.173758745,-32.28259277,-8.082645416,-24.82607651,-48.25712585,-105.7988129,70.54727936,11.56536961,137.8588104,-505.5692139,235.4135132,1265.020508,-1317.862549,-27.28634453,-82.87298584,-59.40940475,4782.525879,3996.88623,809.5144653
7263.629395,-72.81687164,5395.17334,1059.880249,860.5806885,-1163.217773,-554.9760132,25316.63086,28075.60742,7207.563477,8233.647461,3663.086182,1508.954712,2509.887695,-37.23461151,7.28672123,8.647540092,5130.491699,-2371.650146,-2424.4021,5446.20752,29679.5332,-105.0410767,105.8312607,4146.218262,-3994.344727,12.41397572,-22.32078743,90.49784851,45.7461853,-7.213580608,-81.18040466,142.7838593,32.54377365,233.4577026,-309.5578003,261.3844604,1288.445557,-1197.597534,54.08265305,167.135376,56.16516495,2631.44873,3296.27832,795.8664551
